商品名称,商品价格,店铺名称,商品评论量,发货地,商品链接,店铺链接,图片链接
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 母子熊猫-20cm鸡翅木,￥588.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655816.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/190747/31/30422/168299/6368a259Edc33cb65/85352f9612857db3.jpg
依山锦绣 熊猫双面绣摆台屏风同学会纪念礼品出国礼物 母子熊猫内圆20cm,￥980.00,依山锦绣旗舰店,0,四川,https://item.jd.com/25460948662.html,https://mall.jd.com/index-754134.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/218019/4/1791/236178/61764040E8da1e553/7294ba98952e6cc2.jpg
蜀锦四川成都特色工艺礼品装饰蜀锦卷轴挂画送老外 荷花鸳鸯,￥1818.00,KDJSU旗舰店,2,四川,https://item.jd.com/10042523541888.html,https://mall.jd.com/index-11588829.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/201660/9/19639/176248/61c15ba1E75d02734/9bf64d7d8c7cff28.jpg
星罗宇创意 双面绣摆件 成都特色伴手礼手工刺绣熊猫摆件新款双面绣出国送老外礼物 会议庆典礼品 竹叶国宝,￥973.00,星罗宇创意礼品专营店,5,四川,https://item.jd.com/10062162128097.html,https://mall.jd.com/index-764961.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/103489/39/33041/125458/633d3a5bE0939349f/60e1b79d442045ae.jpg
童华度广绣 刺绣绣片牡绣布苏绣粤绣广绣卞绣汴 木棉花 双面绣 双面绣,￥76.40,精拓鸿家居专营店,0,四川,https://item.jd.com/10062253813813.html,https://mall.jd.com/index-11930117.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/146671/18/31402/114797/63810c2aE8027147f/4d915f5c08895786.jpg
琉唐艺汇 画卷轴画 中国风四川成都特色纪念品 小礼物送老外国人卷轴画折扇 兰亭序卷轴+清明上河图折扇 盘金 艺术品装饰,￥988.00,琉唐艺汇旗舰店,1,四川,https://item.jd.com/42311454617.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/32034/19/3549/124073/5c766eb2E3a403f20/6a1ffd7aef73b1c3.jpg
安靖之乡 非遗手工刺绣女士真丝长围巾女 30姆米桑蚕丝材质 中国风高档礼品送妈妈生日礼物 霓裳片片 46*180cm,￥960.00,安靖蜀绣之乡旗舰店,5,四川,https://item.jd.com/10040990350063.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/210732/36/10277/348926/619c5686Ed4dbaf29/2a5f4fc8dfffe1d1.jpg
西萤 围巾手工刺绣丝巾中国特色礼物送老外的成都纪念品中国风礼品 金粉白兰,￥266.00,正艺家居专营店,4,四川,https://item.jd.com/10063678515547.html,https://mall.jd.com/index-12356849.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/178939/17/29873/163098/63537513E8e4a61ce/69db350febb46eb3.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 墨荷,￥5616.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283735.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/135405/13/8369/307490/5f472f7eEae99c1c8/dae2a7a27c62d4d4.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 一团和气,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/28207571893.html,https://mall.jd.com/index-745744.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/153748/7/14711/313815/60051cadE910eb80e/dccf340d622e2041.jpg
轩舞艺 手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品 迎春梅,￥688.00,轩舞艺旗舰店,0,四川,https://item.jd.com/10065533612893.html,https://mall.jd.com/index-927862.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/78770/23/17132/93127/636f5471Ee8b6f11f/cc04d25e6ccdb18a.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 秋枫访友,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/28197184948.html,https://mall.jd.com/index-745744.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/152362/36/15197/335984/60051cc2E3ac8c4f6/9ae5593082e09616.jpg
"	
摆件苏绣刺绣diy手工自绣团扇材料包绣品初学者摆件戳戳绣绣花自己绣 爱意不绝【棉线材料包、A框】 平针绣",￥66.00,盛世繁华旗舰店,5,四川,https://item.jd.com/10035654687088.html,https://mall.jd.com/index-10238911.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/189912/11/18762/252516/611c772aE1519cc2a/062b98f5b429a932.jpg
"	
 蜀锦 刺绣熊猫如意实木架川绣手工双面绣送友人外国人刺绣成都纪念礼品 竹林熊猫",￥495.00,鑫珩源旗舰店,4,四川,https://item.jd.com/10033931792219.html,https://mall.jd.com/index-10275809.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/177943/34/14328/166980/60f01c7fEfabddfab/10134e092b96f5c9.jpg
成都特色伴手礼手工刺绣熊猫摆件中国风礼品送老外新款如意 报喜国宝,￥583.80,上策旗舰店,2,四川,https://item.jd.com/10059139818408.html,https://mall.jd.com/index-12231268.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/39848/39/19695/123838/630cae67E7333dc14/accf354b6c0fb84c.jpg
星罗宇创意 双面绣摆件 成都特色伴手礼手工刺绣熊猫摆件新款双面绣出国送老外礼物 会议庆典礼品 红梅熊猫,￥973.00,星罗宇创意礼品专营店,5,四川,https://item.jd.com/10062162128091.html,https://mall.jd.com/index-764961.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/135295/39/29278/86853/633d3a66E7b11de4c/ddc42bf5777f4714.jpg
2022 蜀锦丝巾蜀锦围巾女特色中国风纯手工刺绣围脖送老外妈妈丝绸礼品 玫红,￥674.00,启之航家居专营店,0,四川,https://item.jd.com/10059975410619.html,https://mall.jd.com/index-11771951.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/35914/39/17426/75094/63183a70E6df3bfd0/002db7f8ba404cef.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 秋之恋熊猫,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312993.html,https://mall.jd.com/index-754134.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/178609/36/8217/189979/60c17f1bE04fac1c0/38d9fc70d9dcb0a3.jpg
星罗宇手工刺绣双面绣工艺摆件四川特色中国风礼品送老外出国纪念品 【五福临门】马到成功1,￥869.00,星罗宇创意礼品专营店,2,四川,https://item.jd.com/10031072085312.html,https://mall.jd.com/index-764961.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/180431/37/4601/223719/60a2370cEb9b0c1ba/4d9af2a10f200abc.jpg
,￥39.90,京东图书官方自营书店,29,四川,https://item.jd.com/11709400.html,https://mall.jd.com/index-1000412301.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1204/231/1361136640/391841/74f81e89/55966824Nbe3ca699.jpg
花语隆 成都双面绣居家祥瑞仙鹤屏风摆件中国风四川特色伴手礼送长辈,￥1380.00,花语隆旗舰店,2,四川,https://item.jd.com/10053045351035.html,https://mall.jd.com/index-145879.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/166360/34/24280/232001/628eea6fE1168e065/32b83269949b9e23.jpg
中国风礼品礼物送老外传统刺绣纪念品四川的熊猫工艺屏风摆件 国宝恋花,￥1090.62,上策旗舰店,0,四川,https://item.jd.com/10059139752907.html,https://mall.jd.com/index-12231268.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/89551/5/28585/112481/630cae6bE3b54a9fd/e13d396f258663d8.jpg
 手工刺绣 湘绣 双面绣特色礼品湘绣摆件苏绣摆件成品双面绣花屏风手工刺绣实博古架装饰中 款1 红梅,￥413.95,川全家居日用专营店,0,四川,https://item.jd.com/10064756072825.html,https://mall.jd.com/index-12210846.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/163494/8/32565/63203/63814343E30ad4a16/72d88649b845f657.jpg
《双面绣摆件台屏风》同学会纪念礼品个性定制中国民俗特色出国礼物 送老外送客户 节节高熊猫内圆20cm,￥980.00,爱韵馨华礼品旗舰店,3,四川,https://item.jd.com/22372909792.html,https://mall.jd.com/index-738473.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/207564/21/15936/223939/61e24085E25724c90/db012ef6cbada0cf.jpg
安靖之乡 非遗熊猫图案礼品小摆件 纯手工刺绣书房书桌装饰品 中式伴手礼工艺品送老外 大耳朵熊猫,￥165.00,安靖蜀绣之乡旗舰店,29,四川,https://item.jd.com/58592406837.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/47388/1/13046/260244/5d9c3e99E0f30b500/d857791c0aa92bea.jpg
倚楼听风 苏绣屏风手工刺绣花1梨木桌面橱柜台屏九鱼绣花摆件双面绣湘工艺品 手工刺绣外事礼品1 国宝熊猫,￥1500.00,倚楼听风官方旗舰店,6,四川,https://item.jd.com/10487613378.html,https://mall.jd.com/index-188733.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/203774/10/27672/214797/638716b6E3a60d84c/522a433a0e84bcca.jpg
帅创 双面绣送礼中国特色新家摆件送老外的中国民族风大气刺绣手工艺品送朋友 国色天香,￥3560.00,帅创旗舰店,0,四川,https://item.jd.com/10031847726809.html,https://mall.jd.com/index-11074809.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/190237/38/6087/209502/60b62e86E6c0cf819/e1fa2e897ed12983.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 红梅银春,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312985.html,https://mall.jd.com/index-754134.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/179924/26/8448/242055/60c17f16E7f9746fc/0616a7115edd3321.jpg
苏绣挂画刺绣双面绣特色出诞送老外礼物成都纪念品 戏蝶熊猫,￥586.04,鼎鹏居家日用专营店,0,四川,https://item.jd.com/10060532596052.html,https://mall.jd.com/index-12144185.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/116752/20/29758/144183/63810adfE63bbd21f/bf2805024ee54dc6.jpg
花语隆 花鸟双面绣 手工刺绣屏风中国风非遗送老外特色家居饰品摆件 秋江伐舟图,￥3180.00,花语隆旗舰店,7,四川,https://item.jd.com/10053057732903.html,https://mall.jd.com/index-145879.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/215393/36/18851/175882/628f1650Ebf5cb642/5cee5951d6bd1612.jpg
安靖之乡 太极锦鲤鱼双面绣摆件家居装饰品中国特色礼物送老外手工刺绣非遗工艺礼品 胡桃木框,￥900.00,安靖蜀绣之乡旗舰店,80,四川,https://item.jd.com/10064182109838.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/142950/18/8392/123651/5f5f24e2E2e4b3fd2/c778fa6ce2cf6f1f.jpg
非遗刺绣会堂悬挂画蜀卷轴风外事礼品 大号(豪华锦盒),￥1683.91,川全家居专营店,0,四川,https://item.jd.com/10060612660128.html,https://mall.jd.com/index-12218050.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/194477/7/29116/95202/632239c4E4e9a7054/8a692ff04238f8eb.jpg
唐赋 双面绣屏风摆件四川特色手工刺绣工艺品中式摆件送长辈礼物中国风商务礼品开业礼品 红梅争春,￥420.00,唐赋旗舰店,200+,四川,https://item.jd.com/10121857428.html,https://mall.jd.com/index-163431.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/86151/37/6874/190265/5df726adEeee4635f/b9f218eab4f4fb9a.jpg
中国风礼品礼物送老外传统刺绣纪念品四川的熊猫工艺屏风摆件 兰花款,￥1134.42,上策旗舰店,0,四川,https://item.jd.com/10059139752908.html,https://mall.jd.com/index-12231268.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/193211/5/27496/104749/630cae5bE781bba9d/a7b6860fb5fb9b58.jpg
 手工刺绣 湘绣 双面绣特色礼品湘绣摆件苏绣摆件成品双面绣花屏风手工刺绣实博古架装饰中 款1 红梅,￥413.95,川全家居日用专营店,0,四川,https://item.jd.com/10064756072825.html,https://mall.jd.com/index-12210846.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/163494/8/32565/63203/63814343E30ad4a16/72d88649b845f657.jpg
（第2版）,￥44.20,京东图书官方自营书店,31,四川,https://item.jd.com/12644432.html,https://mall.jd.com/index-1000412301.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/46526/9/4628/266462/5d258064E44f1d2b8/9bb761cc7ff68298.jpg
轩舞艺 檀木鸡1翅木双面绣摆件中国特色礼物送老外四川成都特色旅游纪念品 节节高（鸡翅木）,￥698.00,轩舞艺旗舰店,0,四川,https://item.jd.com/10065508601444.html,https://mall.jd.com/index-927862.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/201867/36/25956/126240/636f0953Eddf49650/73eaba4dda1233f4.jpg
老秀馆 手工刺绣熊猫卷轴挂画出国外事礼品乔迁礼物中国风特色工艺礼品送老外 团聚,￥399.00,老秀馆官方旗舰店,21,四川,https://item.jd.com/10040593888636.html,https://mall.jd.com/index-10051377.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/222275/19/2789/182354/61931a11Ead6998c4/a1b8572851ef8131.jpg
安靖之乡 手工刺绣车用装饰挂件中国结 小清新文艺风汉服挂饰 非遗四川特色小礼品 暗香,￥103.50,安靖蜀绣之乡旗舰店,1,四川,https://item.jd.com/10035725498654.html,https://mall.jd.com/index-10111120.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/191645/39/19026/62764/611e00e4E6e3fdf83/1e342907f00a30bc.png
温馨里  熊猫屏风摆件双面绣熊猫中国风伴手礼 送老外的民族手工艺品熊猫纪念品 年年有余,￥358.00,温馨里旗舰店,4,四川,https://item.jd.com/42926187777.html,https://mall.jd.com/index-112008.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/26237/30/9993/239995/5c8380acE83751c27/ca2dfcaf65426bbe.jpg
苏绣挂画刺绣双面绣特色出诞送老外礼物成都纪念品 戏蝶熊猫,￥586.04,鼎鹏居家日用专营店,0,四川,https://item.jd.com/10060532596052.html,https://mall.jd.com/index-12144185.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/116752/20/29758/144183/63810adfE63bbd21f/bf2805024ee54dc6.jpg
成都旅游纪念品蜀锦刺绣围巾女 领带男中国风特色礼品送老外 奶白金梅+黄龙 浅紫长藤牡丹+兰彩云,￥356.00,西萤家居旗舰店,11,四川,https://item.jd.com/10041850589255.html,https://mall.jd.com/index-11600335.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/137746/15/23174/166435/61b06592E730da514/dde6bcff73c09426.jpg
星罗宇创意 双面绣屏风摆件成都特色礼品梨木屏风摆件喜上眉梢中国风手工刺绣屏风 外事礼品 莲年有鱼,￥1180.00,星罗宇创意礼品专营店,1,四川,https://item.jd.com/44276053322.html,https://mall.jd.com/index-764961.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/29239/1/13208/113200/5c9d9a95E090d1700/c48e5e8945f661a0.jpg
屏风摆件 蜀锦 手工双面刺绣 中国风 暖房礼物 苏州手工刺绣画荷花屏风双 米白色_款27_红梅,￥274.00,利之美家居专营店,0,四川,https://item.jd.com/10065146406754.html,https://mall.jd.com/index-12344338.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/105353/5/22188/119235/620630b4E995e2262/1b3f23cb8b157ba5.jpg
之乡 中国风非遗手工双面刺绣摆件礼品纯手工家居装饰品中国特色礼物送老外 巡禅 鸡翅木外框,￥270.00,安靖蜀绣之乡旗舰店,72,四川,https://item.jd.com/10041332351836.html,https://mall.jd.com/index-10111120.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/175692/1/15959/186294/60d0525bE7febc75a/4f702db1a21e19c4.jpg
安靖之乡 双面绣熊猫系列礼品摆件台屏 纯手工刺绣非遗工艺品 成都特色中国风礼物送长辈 嬉戏熊猫A款 8寸,￥435.00,安靖蜀绣之乡旗舰店,4,四川,https://item.jd.com/69780205261.html,https://mall.jd.com/index-10111120.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/135882/34/284/333800/5ecb719bEcf8ae514/29f92e76f3b86d19.jpg
 蜀 刺绣如意实木架川绣手工双面绣送友人外国人刺绣成都纪念礼品 竹林熊猫,￥387.30,歌梵家居专营店,0,四川,https://item.jd.com/10060733377729.html,https://mall.jd.com/index-12207262.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/128453/26/32818/93026/638125b7Eef94c40a/51e6e938ce3fd13b.jpg
轩舞艺 檀木鸡1翅木双面绣摆件中国特色礼物送老外四川成都特色旅游纪念品 青竹款（檀木）大号,￥2988.00,轩舞艺旗舰店,0,四川,https://item.jd.com/10065522389880.html,https://mall.jd.com/index-927862.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/101953/36/34830/142550/636f0defEbeabc032/4907662e501fb5ef.jpg
《双面绣摆件台屏风》同学会纪念礼品个性定制中国民俗特色出国礼物 送老外送客户 幽趣熊猫内圆20cm,￥980.00,爱韵馨华礼品旗舰店,3,四川,https://item.jd.com/22372909794.html,https://mall.jd.com/index-738473.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/113260/3/20662/229464/61e24088E5c85874d/33d296b03932eb31.jpg
琉唐艺汇 团扇故宫圆扇子夏汉服湘香妃扇双面真丝手工刺绣送老外工艺扇 孔雀牡丹,￥896.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/71022780762.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/117366/31/22432/189291/62340a2cE2777dd6e/06d55084eb9b0fd2.jpg
《双面绣摆件台屏风》同学会纪念礼品个性定制中国民俗特色出国礼物 送老外送客户 母子熊猫内圆20cm,￥980.00,爱韵馨华礼品旗舰店,3,四川,https://item.jd.com/22372909793.html,https://mall.jd.com/index-738473.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/126863/28/21858/221835/61e24084Ed2d26f8d/ba66716bc18fb482.jpg
屏风摆件 蜀锦 手工双面刺绣 中国风 暖房礼物 苏州手工刺绣画荷花屏风双 款9_鸿运当头,￥274.00,利之美家居专营店,0,四川,https://item.jd.com/10065146406739.html,https://mall.jd.com/index-12344338.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/99376/7/23202/129261/620630a5Eab7ecbbc/282077414d32455b.jpg
琉唐艺汇   苏绣挂画四条屏客厅装饰画手工刺绣画新中式湘绣玄关刺绣客厅画 带框春夏秋冬荷花 平针绣,￥3600.00,琉唐艺汇旗舰店,4,四川,https://item.jd.com/38030483008.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/40513/32/21510/72582/637c360cEe38a7e8d/d9030d3af09944aa.jpg
花语隆 成都特色双面绣屏风摆件出国送老外的手工艺礼品中国刺绣礼物 马到成功,￥1180.00,花语隆旗舰店,0,四川,https://item.jd.com/42511211415.html,https://mall.jd.com/index-145879.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/112344/32/3212/304927/5ea6b963Ede1fc88e/5ee60b506ae55d74.jpg
西萤 围巾手工刺绣丝巾中国特色礼物送老外的成都纪念品中国风礼品 大红色牡丹花,￥230.00,正艺家居专营店,4,四川,https://item.jd.com/10063678515540.html,https://mall.jd.com/index-12356849.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/178939/17/29873/163098/63537513E8e4a61ce/69db350febb46eb3.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 圆顶人头大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515845.html,https://mall.jd.com/index-915000.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/89530/39/22959/40771/63876419E576a5b5f/82823a3ac42b011f.jpg
东方美绣新款小件印花刺绣diy花卉图案绣品苏绣粤绣新手入门自己手工刺绣DIY艺术材料包 枸药【材料包+辅助绣绷】,￥9.90,东方美绣旗舰店,200+,四川,https://item.jd.com/40295400285.html,https://mall.jd.com/index-36342.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/15985/20/2924/229661/5c21d271E7382aa50/a60244b91aa62b07.jpg
花语隆 成都特色双面绣屏风摆件出国送老外的手工艺礼品中国刺绣礼物 鸟语花香,￥1180.00,花语隆旗舰店,0,四川,https://item.jd.com/42511211418.html,https://mall.jd.com/index-145879.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/109068/3/14382/326832/5ea6b95fE94f35033/f036e842dc44fd68.jpg
琉唐艺汇 四川 熊猫双面绣屏风 熊猫刺绣工艺品摆件中国风外事礼品  送老外刺绣 特色出国礼品 五花两蝶,￥798.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/43086222896.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/17052/9/10296/201062/5c86080aEac5c6fde/1e0ce3ef704a37e5.jpg
"	
同款 蜀锦卷轴挂画新中式客厅办公室玄关中国风特色乔迁升职礼物出国送老外送 步步高升",￥409.11,大骊家居专营店,0,四川,https://item.jd.com/10058754884251.html,https://mall.jd.com/index-12263873.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/36267/29/18144/195617/62ffb742Ecea18857/f7d15180b4da4184.jpg
蜀锦中国风家居装饰蜀锦井架熊猫刺绣卷轴挂画中国风四川成都蜀锦工艺品纪念品礼物送老外长辈夫妻领 雅蓝花香+灰龙,￥251.00,慧琳居家专营店,0,四川,https://item.jd.com/10043983304604.html,https://mall.jd.com/index-11726470.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/121753/26/32498/174051/63848378E054e5320/6a53863bc483d380.jpg
摆件中国风特色苏绣搬家礼物乔迁屏风摆件苏绣摆件成品双面绣桌面摆台古典中式小台屏刺绣屏风 款式6,￥1323.79,美姬家居旗舰店,1,四川,https://item.jd.com/10044568274109.html,https://mall.jd.com/index-11771955.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/222160/21/10686/292026/620efdb4Eb025e296/b271cf8054762531.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 太阳神鸟大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515849.html,https://mall.jd.com/index-915000.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/170489/27/32769/115047/6387641dE495f79a9/b3c248ca3bc98884.jpg
花语隆 成都特色双面绣屏风摆件出国送老外的手工艺礼品中国刺绣礼物 孔雀牡丹,￥1180.00,花语隆旗舰店,0,四川,https://item.jd.com/42511211409.html,https://mall.jd.com/index-145879.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/118719/17/3234/323328/5ea6b968E2ad68e71/910afece15570ce9.jpg
 蜀 刺绣中国成都特色手工刺绣桑蚕丝围巾送妈妈朋友四川纪念丝巾礼品 浅绿色,￥493.43,歌梵家居专营店,0,四川,https://item.jd.com/10060732529095.html,https://mall.jd.com/index-12207262.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/91901/2/31235/105397/6381257aEf4dfde58/5a718871123578a1.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 荷花翠鸟-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780204.html,https://mall.jd.com/index-11625909.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/213658/35/5449/185794/619da89dE99814747/3e86b2a68bce7d8f.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 梅花小鸟-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780198.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/216609/6/5592/167239/619da894Eef4e8022/5f4ed6422a9c3669.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 荷花B-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780191.html,https://mall.jd.com/index-11625909.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/210882/26/10389/155851/619da884E4ea7f2aa/596689a6fc36aaa2.jpg
花语隆 成都特色双面绣屏风摆件出国送老外的手工艺礼品中国刺绣礼物 梅花双熊猫,￥1180.00,花语隆旗舰店,0,四川,https://item.jd.com/42511211407.html,https://mall.jd.com/index-145879.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/115635/7/3247/320479/5ea6b957Eaa79973f/c08de29e0cbbf0da.jpg
晨圈汇（chenquanhui） 檀木手工刺绣双面绣熊猫屏风摆件中国风特色礼物工艺品送老外 福气满满,￥888.00,晨圈汇旗舰店,6,四川,https://item.jd.com/40867472873.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/172574/8/29964/135587/636b5e23E22b03fc4/61828f39ee619897.jpg
伊人5d钻石画满钻定制点贴砖石十字绣2022秀客厅观音菩萨人物竖版钻石绣满绣 5D炫彩实色魔方圆钻 ZJ2024 坐莲观音【53x84cm】满钻,￥72.00,伊人旗舰店,43,四川,https://item.jd.com/1163641063.html,https://mall.jd.com/index-68099.html?from=pc,https://img13.360buyimg.com/n7/jfs/t2074/161/726536632/427454/cd51e23/5624fa50N07659fe9.jpg
安靖之乡 太极锦鲤鱼双面绣摆件家居装饰品中国特色礼物送老外手工刺绣非遗工艺礼品 深色鸡翅木框（18*30cm）,￥900.00,安靖蜀绣之乡旗舰店,80,四川,https://item.jd.com/10023043193910.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/133474/7/9943/226532/5f5f2a1bE85ab7435/3e6383a43c657681.jpg
陌上桑 手工刺绣双面绣装饰摆件中国风四川特色礼品送老外出国商务工艺纪念品乔迁礼物圣诞节礼物 檀木底座-步步登高（成都发货）,￥338.00,齐力礼品专营店,1000+,四川,https://item.jd.com/10064745341701.html,https://mall.jd.com/index-197207.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/170855/7/32905/92593/6386b9fcE63cdda52/36ad822a75987187.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 红菏菡萏,￥6300.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283741.html,https://mall.jd.com/index-10111120.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/134549/13/8452/79403/5f48be4fEdfe53601/8f34da11ae6f2f20.jpg
陌上桑 手工刺绣装饰摆件客厅办公室摆件工艺品中国风特色乔迁礼物成都纪念品送老外圣诞节礼物 友谊,￥1080.00,齐力礼品专营店,9,四川,https://item.jd.com/10049797503044.html,https://mall.jd.com/index-197207.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/69683/17/21585/152450/630357c2Ef9e23a46/6d0d41f6ccf35759.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 孔雀牡丹,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397100.html,https://mall.jd.com/index-718848.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/118991/10/17408/496719/5f5b0239Ec228ed10/4861e39620257690.jpg
