标题,价格,店铺,销量,地点,商品详情页,店铺链接,图片链接
四川特色工艺品礼物送老外蜀绣双面绣熊猫纪,368,guowenchang1,4人付款,四川 成都,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=737&e=OAZvF7B5QvI0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFaEZEN%2FWGt%2BLw%2B4TCtabUe6BY82Qwv1zoenv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BYjH650Q21ecg8KhjDi1OxkkvcpnFPxS9pQ0%2BDJgaKuGM2YQDts7TQntEZc4XIXhEc%2B6xxN6XSO7jGjFiq3IA92%2B78hr%2Bf1TKLplKIChVfJxVAvJYh6Rmm4HXtUmmd9Ax3kKK44nrYE8SzxFq5U4yT6ym1JE97IOI%2BVpGjRfll7p3eGEUwhfPwStiz3cgrqr%2Bb9kdoXPvWFDz7rHE3pdI7tkvDNwrNwqGMF9IMgGJcoeuRdQhROdmvl467IlkBTGdSerDSfaHF%2Fh1wQtfo%2B4Vau5ziLOqpXl%2FYtr07K5Leoj6dHne4pu9LOHQuioyI3DELaR6zxnLnLe9NHts7nkWL1M%2FeOQ4UfAGxo3mA0EoSX1SXilh%2Bmzny4hAD60pr7WD%2Fa5rnG1bWthzUChaILmiVNShgLoBQPtwx1FGjHL7CXrII78ab2kwRquCi7%2F%2FzxCsiONfHvVxwwTKhEhjiFl57xWo%2FAamD5xaepKPcCQN7NE#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=705&e=I15ZfXj5cic0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFaPYRmGY1nbfg%2B4TCtabUe6BY82Qwv1zoenv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BYjH650Q21ecg8KhjDi1OxkkvcpnFPxS9pQ0%2BDJgaKuGM2YQDts7TQntEZc4XIXhEc%2B6xxN6XSO7jGjFiq3IA92%2B78hr%2Bf1TKLplKIChVfJxVAvJYh6Rmm4HXtUmmd9Ax3kKK44nrYE8UFbWJ3QQmKNXVWS%2BYTqnOmOr1zXTKRq26dQ%2BNiqqBorY%2FSmC7Cz%2FXeZyWbTilUtPPcR4wzEP64hfhByFHE9NRA708%2BhLp1FC0n7fdc6VlrxezjgOwu0ep22zkTuORmRhPo13zvBBf7ZTfcEU%2BnoP%2BulVjVogY5ZXG1BYSN73qHe5SzZc8XbCWzMij%2B17xiCwOpCucWECC3QSHn%2BJOEcOWe8WAm18mW3sDYmYUhb2QTRvKq6sM%2B2byxRT0c5NM7yhazmhnJDdBylPLRSVWARagMpeootkncefLrvwewzb3XkHMokP9rKPVO3UgywtLYNc,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/15508594/O1CN01bNIglr2DM6XEH3vAP_!!0-saturn_solar.jpg
刺绣苏绣成品挂画带框银杏锦鲤九鱼客厅,2118,jackal0416,11人付款,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=793&e=xxt62%2F4Q7rg0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFaPUeI4UmKuHgu5GD9wMX%2Bo0UrqIB1a%2BPSnv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BQ0SVzPxIdGQkP7aXS1OJZzM714xLHXqYDRZHUJ7gj16UDNKz%2BcSVg8h7BuJZo3JqmsIhcQU2y3mEpwYDgeHqSprIiFBZZmc1bzzIyWwN8icdj7TnZZRwdXGYqOMq%2B24XQRzibFSnMMp0NRk%2F3%2BNt4IhLzGMLcVXmDZNjh32M0uCzeRLFLNzKXiObujU6WZacoqMa2RM%2Bh%2FurAI4nHmE5vTUOA01azrZn8yyNtK3Pc1QVuEnDmYJxbRKlfroieyqPIPCoYw4tTsZXBlQDsLiqL%2Fvt%2FBeWjr7v%2BmMMCeJKJMy4pDf3DQU%2BhoN74mJYujB0pOXxjShYxxcBCHjEle1XYi%2FeZn0F1bj8sqmiAj%2Frog7v96KnNL%2FlQPCkvKO8qPhBB4nkp4Ggov2VZuuirVKpsmrpfoIz8ZjUTqL%2FlpXXMF%2FJKRYrY2RrbzM91kH2ipne6wlNGKEbuOTbhuBD7NGIazhg2x6cPPMKzL36MzLlMsBBlFI0N7%2BDvwnZ0wnB8L4EFCm1g7HoiBKsrT4nnbjlstittjNA2aYvA%3D%3D#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=761&e=Y%2F24SwpJJSE0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFY2OB8WKEcmzAu5GD9wMX%2Bo0UrqIB1a%2BPSnv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BQ0SVzPxIdGQkP7aXS1OJZzM714xLHXqYDRZHUJ7gj16UDNKz%2BcSVg8h7BuJZo3JqmsIhcQU2y3mEpwYDgeHqSprIiFBZZmc1bzzIyWwN8icdj7TnZZRwdXGYqOMq%2B24XQRzibFSnMMp0NRk%2F3%2BNt4IhLzGMLcVXmDZNjh32M0uCBZwnTHvWFWOfdmPrQWxKoC28VJ4fQjYUx9%2FAFh5b13F0cMJePDQr4u6UzqCFyO2lcbsuO%2Fv8Vb%2BP2Ztr6r3mEzfrRLwqmlt07F9Qw14pajj6nYn0BHywO%2FlTV%2BFScjLoUgqfMYxrP5haGxeJfFjUS19vreLYP9A3SHThai8elkQpF2f%2BzOCDZjaCeTMCFb7a8DHM3zF2O7a8jYxuMxOocyasIqunu%2B7aqpCr2DwABA%2Fvj23Gyvp2NYjPpx29Jp4TRb5IQpqvsZegFiDlKsuKHfnPTF4y7jraVUwUvJuxpqAi7kJ0qiGxKB3Gn6%2BEjMOJTRyhX%2B9DZjadu8wYY8Fj0Q%3D%3D,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/15649859/O1CN01jy5sWy2MhTanUNxvA_!!0-saturn_solar.jpg
纯手工苏州刺绣办公室会议厅客厅新中式装饰画山水,1000,古红绣艺企业店,9人付款,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=769&e=ct2bAQ8BL3U0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFaDGwwRcvuDPeQipIibOXed0UrqIB1a%2BPSnv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BTAEBM0HJ0zkFAVMMSvSEVUHEhhTPdPnzg3yDpYJehxFmFVUG6zq1iRIHlDMdd9SrMUy1%2BOd3rkGWKmHJMKYV%2BxD6I%2FpNzRJYgSkHlVaYXqMxNSEq7LlOumdFEW8JHJ31dAgSe2w5dBFayF9%2FTSKuFHNUyvU6X2ONFxJBxuoH3yWtwAvafO8WKfRqVoHuua2PBtdxONsMOr14LhQZN1TqNQ5CzqrAmz0UZv0opFg%2F0wVatq09pTBpiyKGhZH8wZZqrOxnk3lBINyHVGJNkKlwiK6pJ%2FUHyFC02MWZhzae5fZ1wQtfo%2B4Vau5ziLOqpXl%2FYtr07K5Leoj6dHne4pu9LOHQuioyI3DELaR6zxnLnLe9NHts7nkWL1M%2FeOQ4UfAGxo3mA0EoSX1SXilh%2Bmzny4hAD60pr7WD%2Fa5rnG1bWthzUChaILmiVNShgLoBQPtw9C%2B0%2FnTBxqFDnzl3bhnUz0Z9k12AkgeThybsCYFTHBV2nL240iyCrNavsBdklcb49egFjSlrkMi#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=194291136&k=737&e=og0dT4Uu9Ag0vlCcNy8f0mNQjxDS2lRO%2F%2F6WmwRsyIijBrTqNLWFNbBVYsVaPsh3MHgWrpJZCFZUHK%2BAtBGATuQipIibOXed0UrqIB1a%2BPSnv9SdQiPSbHwoQes3L8qltxj34VnNc4DGlGXrsLZKmR57TzvnFiJkG76Dr0qwf%2F5NrFcx555cPyRqv6dY75Z1V0jqvog5CZ4kESZQ1QdMHOz7RGb6lQ6J5fQW6ZvWDYGgajEH6Ilr%2BTAEBM0HJ0zkFAVMMSvSEVUHEhhTPdPnzg3yDpYJehxFmFVUG6zq1iRIHlDMdd9SrMUy1%2BOd3rkGWKmHJMKYV%2BxD6I%2FpNzRJYgSkHlVaYXqMxNSEq7LlOumdFEW8JHJ31dAgSe2w5dBFayF9%2FTSKuFHNUyvU6X2ONDxSyyxsrbMX0IohIt2q3nWYC11yh4nJgihal6qFWmsF1%2F3mJDPwhSqFlDdBBUE8KfIrS0D5mwvXFbe3c%2FxfwD%2BACac5Mp07Ui%2Fpsu%2FY0DhtD7MXPRNBJ2cEIeMSV7VdiL95mfQXVuPyyqaICP%2BuiDu%2F3oqc0v%2BVA8KS8o7yo%2BEEHieSngaCi%2FZVm66KtUqmyaul%2BgjPxmNROov%2BWldcwX8kpFitjZGtvMz3WQfaKmd7rCU0YoRu45NuG4EPs0YhrKTChpEuiOUGUd3DAbrqDN3iNueCa%2F9%2F7FaTgKvmsFRrdjWfiW098YgViyWFscUD91a9x2EQW3es,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/123815801/O1CN019epYmw1siuMtFZugn_!!0-saturn_solar.jpg
苏绣湘绣蜀绣专用桑蚕丝 刺绣真丝线 DIY绣花线 初学50支常用线,35,皮皮公主8,3人付款,江苏 苏州,//item.taobao.com/item.htm?id=35730493262&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=326623538,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1kfQ9GXXXXXXHaXXXXXXXXXXX_!!0-item_pic.jpg
双面绣苏绣蜀绣红木刺绣如意家居摆件台屏中国特色礼品送老外新品,276,玲艺苏绣,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=570806105574&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2338630330,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2338630330/TB2IaJNmyCYBuNkHFCcXXcHtVXa_!!2338630330.jpg
有福湘绣丝巾围巾手绣真丝披肩女士朋友礼物会议礼品定制苏绣蜀绣,200,有福旗舰店,2人付款,湖南 长沙,//detail.tmall.com/item.htm?id=8444414854&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=604397975,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/604397975/O1CN01gdjJIZ28mbCO6KIdj_!!0-item_pic.jpg
成都蜀锦蜀绣国宝熊猫手工工艺品桌面家居摆件送老外会议礼品礼物,108,成东梦工厂旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=633580237904&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208152165354,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208152165354/O1CN01ek2Rts1pQBB5wD1ND_!!0-item_pic.jpg
《可绣》苏绣分线插针神器 特别设计 蜀绣蚕丝线收纳器可当针插包,19.9,非素刺绣,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=545274303584&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2054523523,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2054523523/TB2U9dWfEdnpuFjSZPhXXbChpXa_!!2054523523.jpg
苏绣diy初学双面刺绣印图团扇子蜀绣手工自绣绣线初学套件材料包,28.8,qq670260752,2人付款,江苏 常州,//item.taobao.com/item.htm?id=669840385552&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=929997932,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/929997932/O1CN01xwLGRb28SuKtcDkJj_!!929997932.jpg
教师节礼物蜀绣手工刺绣书签送孩子送学生送老师送同学中国风,28,筠艺奇葩,2人付款,四川 成都,//item.taobao.com/item.htm?id=583637191739&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=252450366,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/252450366/O1CN01uGSBmL1EZfgDwPdp5_!!252450366.jpg
《一席》苏绣diy手绷 蜀绣刺绣竹绷绣花绷特别打磨版湘绣粤绣绷子,20,非素刺绣,3人付款,江苏 苏州,//item.taobao.com/item.htm?id=38718224944&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2054523523,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2054523523/TB2k9gJdstnpuFjSZFKXXalFFXa_!!2054523523.jpg
苏绣diy初学双面绣团扇扇子蜀绣手工自绣绣线刺绣手工绣图材料包,20,特特刺绣艺术工作室,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=602237049919&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2203038109389,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2203038109389/O1CN01Uph4Vl2JEDDobLVBl_!!2203038109389.jpg
有福湘绣苏绣蜀绣粤绣被面手绣鸳鸯百鱼百鸟龙凤呈祥被套结婚礼品,2380,有福旗舰店,0人付款,湖南 长沙,//detail.tmall.com/item.htm?id=15617130561&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=604397975,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/604397975/O1CN011TjDNZ28mbCqNhVUH_!!0-item_pic.jpg
。中国风特色礼品送老外蜀绣纯手工艺刺绣北京外事纪念出国旅游礼,604.2,tb139594403114,2人付款,四川 成都,//item.taobao.com/item.htm?id=678046360946&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2210289511736,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2210289511736/O1CN01KR4RqD1Oh8KuvKHMq_!!2210289511736.jpg
。蜀绣单面刺绣卷轴挂画中国风特色四川旅游商务外事礼品送老外,775.2,tb139594403114,2人付款,四川 成都,//item.taobao.com/item.htm?id=678047888071&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2210289511736,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2210289511736/O1CN01fzRTxX1Oh8KxJBE2u_!!2210289511736.jpg
刺绣diy手工汉服团扇材料包古风扇苏绣初学者双面绣绣花扇子蜀绣,15.8,小乐乐玩具,43人付款,江苏 常州,//item.taobao.com/item.htm?id=619538906810&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2048910346,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2048910346/O1CN01UZzjvU1EQVe1yl2dH_!!2048910346.jpg
【初级入门】蜀绣针法练习图刺绣基础入门新手真丝练习布打印针法,49.9,情针意线蜀绣生活馆,7人付款,四川 成都,//item.taobao.com/item.htm?id=671968044194&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2934389403,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2934389403/O1CN01Yzz5mY2JKcxOpS7gF_!!2934389403.jpg
蜀绣手工双面刺绣花小人云锦开口笑民间工艺品出国礼品纪念小礼物,3,张家大院旗舰店,3人付款,北京,//detail.tmall.com/item.htm?id=536902427220&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2932582409,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2932582409/TB21BoIfrZnBKNjSZFhXXc.oXXa_!!2932582409.jpg
荣华绣阁湘绣专用线绒花苏粤蜀绣手工线桑蚕丝第 13套红橙渐变,15.9,荣华绣阁,15人付款,湖南 衡阳,//item.taobao.com/item.htm?id=41684363946&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=743457201,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/743457201/O1CN01ca3sX12346rWeQBHg_!!0-item_pic.jpg
100/%纯桑蚕丝绣花线苏绣蜀绣日韩绣手工刺绣线工厂直营大支420米,15,小小蜜蜂1983,7人付款,北京,//item.taobao.com/item.htm?id=681905840834&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=642109614,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/642109614/O1CN01Kspkrp2KtGYMublz6_!!642109614.jpg
蜀绣檀木双面绣摆件中国特色礼物送老外四川成都特色旅游纪念品,325,老秀馆旗舰店,6人付款,四川 成都,//detail.tmall.com/item.htm?id=614183713801&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/3063757766/O1CN01AiR2Np27EsdkfFcSl_!!0-item_pic.jpg
【老秀馆】蜀绣手工刺绣熊猫屏风摆件双面绣工艺品出国送老外礼品,3200,老秀馆旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=549475841728&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/3063757766/O1CN01d5mov327Esa9wpcH5_!!0-item_pic.jpg
寻锦记蜀绣成都特色刺绣双面绣牡丹j锦鲤鸡翅木外框商务乔迁礼品,7500,成都盛世家居专营店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=639683883980&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=685496587,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/685496587/O1CN01lB7yGh1yWtXylLvOW_!!0-item_pic.jpg
蜀江锦院蜀绣双面绣刺绣摆件自然系列桌面屏风中国风礼品出国送礼,1980,蜀江锦院旗舰店,3人付款,四川 成都,//detail.tmall.com/item.htm?id=681114399448&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3684665251/O1CN01xFkKLi1of0X8VJA1t_!!0-item_pic.jpg
中国风成都蜀绣特色工艺品礼物送老外国人双面手工刺绣屏风摆件,228,西祠宫坊成都专卖,10人付款,四川 成都,//detail.tmall.com/item.htm?id=521741165656&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2581201201/O1CN01cDQNoG1Kk6G0PRJnV_!!0-item_pic.jpg
成都蜀绣双面绣屏风手工刺绣熊猫摆件中国风会议伴手礼送老外礼品,528,丑丑娃0422,4人付款,四川 成都,//item.taobao.com/item.htm?id=684544245635&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/277583047/O1CN01nVdpS61YNZbTumeEM_!!0-item_pic.jpg
蜀绣手工刺绣清朝谱子小屏风摆件五福临门中国风成都特色外事礼品,598,丑丑娃0422,4人付款,四川 成都,//item.taobao.com/item.htm?id=620045260572&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/277583047/O1CN01n45geZ1YNZPyR81if_!!277583047.jpg
寻锦记成都特色蜀绣双面绣刺绣紫光檀摆件礼品梅花竹子国宝熊猫,3000,成都盛世家居专营店,0人付款,四川 成都,//detail.tmall.com/item.htm?id=43245213183&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=685496587,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/685496587/O1CN01YNAHN41yWtXhg9M2a_!!0-item_pic.jpg
熊猫蜀绣双面绣摆件手工刺绣屏风鸡翅木莲花插屏成都特色礼物包邮,203,luojie3898,3人付款,四川 成都,//item.taobao.com/item.htm?id=660790475361&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/78786457/O1CN01O06u8D1xZM8wnd0PN_!!78786457.jpg
大熊猫蜀绣双面手工刺绣屏风中国风民俗文化出国礼物包邮檀木插屏,246,luojie3898,3人付款,四川 成都,//item.taobao.com/item.htm?id=606284296842&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/78786457/O1CN011k3fES1xZM9pWlnUr_!!78786457.jpg
中国特色礼物蜀锦蜀绣钱包宴会刺绣手拿包旗袍包送老外成都纪念品,32,西祠宫坊成都专卖,5人付款,四川 成都,//detail.tmall.com/item.htm?id=593137744260&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/2581201201/O1CN01VNI0Ea1Kk6Sxai5Q2_!!0-item_pic.jpg
蜀绣双面绣摆件屏风竹子大熊猫手工刺绣出国礼物中国民俗礼品包邮,246,蜀特旗舰店,5人付款,四川 成都,//detail.tmall.com/item.htm?id=611705827482&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2207296297201/O1CN01jYD0cN2346pRuuPSj_!!0-item_pic.jpg
蜀绣双面绣花鸟牡丹孔雀手工刺绣摆件檀木插屏成都特色礼物包邮,246,蜀特旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=625042899311&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207296297201/O1CN01OYV0gF2346pZ0wDZL_!!0-item_pic.jpg
中国成都特色非遗蜀绣手工刺绣桑蚕丝双色围巾披肩丝巾送朋友礼品,288,许芳1232,5人付款,四川 成都,//item.taobao.com/item.htm?id=686029937964&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/603794228/O1CN01dEQMjw1h6TLr36fku_!!603794228.jpg
成都蜀绣熊猫工艺品正方形手工刺绣双面绣摆件出国送老外小礼物,158,铄雅旗舰店,5人付款,四川 内江,//detail.tmall.com/item.htm?id=599057359076&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2931565234/O1CN01Vezepn1oXDeIHwUVr_!!0-item_pic.jpg
成都旅游纪念品蜀锦蜀绣刺绣围巾女 领带男中国风特色礼品送老外,198,铄雅旗舰店,5人付款,四川 内江,//detail.tmall.com/item.htm?id=587943093511&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2931565234/O1CN01psgNon1oXDhoQPjFK_!!0-item_pic.jpg
非遗手工艺礼品中国风蜀绣双面绣装饰摆件四川特色纪念品送老外,480,安靖蜀绣之乡旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=625035875846&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208646022805,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2208646022805/O1CN01KSqdaa1WajZxOMqap_!!0-item_pic.jpg
蜀绣双层桑蚕丝围巾四川成都特色手工刺绣丝巾披肩送老师纪念礼物,288,许芳1232,3人付款,四川 成都,//item.taobao.com/item.htm?id=629880643353&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/603794228/O1CN01VOxqcQ1h6TCfViZsC_!!0-item_pic.jpg
蜀绣扇子熊猫团扇手工双面刺绣出国送老外中国风特色传统工艺礼品,99,西祠宫坊旗舰店,1人付款,江苏 南京,//detail.tmall.com/item.htm?id=589983536247&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2908311042,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2908311042/O1CN01mVOCKi1JZHD7YoL15_!!0-item_pic.jpg
苏绣成品 挂画客厅装饰画新中式三联真丝手工刺绣玄关蜀绣,190,幻影楠风,1人付款,浙江 金华,//item.taobao.com/item.htm?id=581745766766&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=103109861,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/103109861/O1CN01mEEFLE2MiOLOXtGDj_!!103109861.jpg
非遗蜀绣摆件工艺礼品手工双面刺绣家居装饰中国风特色礼物送老外,480,安靖蜀绣之乡旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=625035055506&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208646022805,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2208646022805/O1CN01vzZdzT1WajZvkIknH_!!0-item_pic.jpg
。蜀绣丝绸刺绣披肩中国风礼品特色礼物送老外的出国礼品围巾,494,tb139594403114,2人付款,北京,//item.taobao.com/item.htm?id=678408901157&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2210289511736,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210289511736/O1CN013xWC5K1Oh8KrrygYH_!!2210289511736.jpg
有福湘绣苏绣蜀绣粤绣守耕赋唐寅山水名画客厅书房装饰画商务送礼,6800,有福旗舰店,1人付款,湖南 长沙,//detail.tmall.com/item.htm?id=18049440929&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=604397975,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/604397975/O1CN01Z0RKxY28mbCpkQEGL_!!0-item_pic.jpg
。四川蜀绣全手工艺双面绣屏风进门柜摆件复古送老外中国特色礼品,794.2,tb139594403114,2人付款,四川 成都,//item.taobao.com/item.htm?id=678407589483&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2210289511736,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210289511736/O1CN011Tn5MR1Oh8KrrFyXS_!!2210289511736.jpg
